product_code,liking,liking_free_text,meets_expectation,meets_expectation_free_text,product_improvement_free_text,liking_free_text_no_punc_tokenized_no_stop_lemm,meets_expectation_free_text_no_punc_tokenized_no_stop_lemm,product_improvement_free_text_no_punc_tokenized_no_stop_lemm,like_compound,meets_expectation_compound,prod_improve_compound
BBQ - Control (Texas BBQ),7,"I like that it has nuts and nature valley, in general, is good for you. It has an addictive savory flavor.",3,"The pictures that I saw before looked great, but the idea and flavor just aren't appealing. It tastes smokey and savory, but I wouldn't reach for this in the grocery store.","It may just be in my head, but bbq flavor doesn't fit in a bar for me. Perhaps tone the bbq down. It does make me want another bite, but I doubt I would purchase it. I feel like I would still grab chips instead of this healthy alternative.","['like', 'nut', 'nature', 'valley', 'general', 'good', 'addictive', 'savory', 'flavor']","['picture', 'saw', 'looked', 'great', 'idea', 'flavor', 'arent', 'appeal', 'taste', 'smokey', 'savory', 'wouldnt', 'reach', 'grocery', 'store']","['may', 'head', 'bbq', 'flavor', 'doesnt', 'fit', 'bar', 'perhaps', 'tone', 'bbq', 'make', 'want', 'another', 'bite', 'doubt', 'would', 'purchase', 'feel', 'like', 'would', 'still', 'grab', 'chip', 'instead', 'healthy', 'alternative']",0.4767,0.3483,0.4538
BBQ - Test 13,3,The nuts and grains. It looks fine,3,I didn't expect it to taste great. Bbq-flavored nut crunch? The pictures looked good. The flavors aren't mixing well for me,Not include the bbq flavor,"['nut', 'grain', 'look', 'fine']","['didnt', 'expect', 'taste', 'great', 'bbqflavored', 'nut', 'crunch', 'picture', 'look', 'good', 'flavor', 'arent', 'mix', 'well']","['include', 'bbq', 'flavor']",-0.128,0.734,0
BBQ - Test 14,3,The nuts and grains. It's everything I would want out of a bar except for the flavor,2,"After several tries, The bbq flavor just doesn't work with the bar. It is tasty but I wouldn't purchase this","Less bbq flavor. I answered a question saying this is what I'd expect it to taste like, but it actually is a bit worse than I expected.","['nut', 'grain', 'everything', 'would', 'want', 'bar', 'except', 'flavor']","['several', 'try', 'bbq', 'flavor', 'doesnt', 'work', 'bar', 'tasty', 'wouldnt', 'purchase']","['less', 'bbq', 'flavor', 'answer', 'question', 'say', 'id', 'expect', 'taste', 'like', 'actually', 'bite', 'bad', 'expect']",-0.25,0,-0.5267
BBQ - Control (Texas BBQ),7,"has a good amount of BBQ sweetness. Like that it has peanuts and seeds as primary ingredients. a tad spicy. A good snack when you don't want a bunch of sugar, tho i may be wrong",4,i thought it would be all savory but the sweetness saved the day,a very tiny increase in sweetness and a litle less throat burn,"['good', 'amount', 'bbq', 'sweetness', 'like', 'peanut', 'seed', 'primary', 'ingredient', 'tad', 'spicy', 'good', 'snack', 'dont', 'want', 'bunch', 'sugar', 'tho', 'may', 'wrong']","['thought', 'would', 'savory', 'sweetness', 'save', 'day']","['tiny', 'increase', 'sweetness', 'litle', 'less', 'throat', 'burn']",0.8008,0.8402,0.6983
BBQ - Test 13,6,Product is hearty with nuts and seeds. a slight BBQ sweetness and no throat burn,3,"that the savory would be pronounced, with bbq flavor",slight bit sweeter,"['product', 'hearty', 'nut', 'seed', 'slight', 'bbq', 'sweetness', 'throat', 'burn']","['savory', 'would', 'pronounce', 'bbq', 'flavor']","['slight', 'bit', 'sweeter']",-0.0772,0,0
BBQ - Test 14,7,"slightly sweet, bbq flavor is there and crunchy buts and seeds are great",3,"noticeably smoky, bbq, more savory than sweet","slightly less smoke, slightly more sweet","['slightly', 'sweet', 'bbq', 'flavor', 'crunchy', 'buts', 'seed', 'great']","['noticeably', 'smoky', 'bbq', 'savory', 'sweet']","['slightly', 'less', 'smoke', 'slightly', 'sweet']",0.7787,0.5046,0.4615
BBQ - Control (Texas BBQ),7,"I like the bite of nuts and the bbq flavor. It's light and not over-powering. Very subtle, while tasting the seeds and wholesomeness it says it's providing! I like that!!",5,"I like how it was made savory, with a slight hint of sweet somewhere in there?  The bite and consistency is good.","I could do a little more flavor myself, more nuts.  The bar had started to crumble in packing by the time I opened it, but the level of crunch is perfect.  Too hard would be a downfall.","['like', 'bite', 'nut', 'bbq', 'flavor', 'light', 'overpower', 'subtle', 'taste', 'seed', 'wholesomeness', 'say', 'provide', 'like']","['like', 'make', 'savory', 'slight', 'hint', 'sweet', 'somewhere', 'bite', 'consistency', 'good']","['could', 'little', 'flavor', 'nut', 'bar', 'start', 'crumble', 'packing', 'time', 'open', 'level', 'crunch', 'perfect', 'hard', 'would', 'downfall']",0.5538,0.8126,0.5652
BBQ - Test 13,8,I like the taste and the texture is good. The lasting/after-bite makes me want more.,4,"I enjoy nature valley product already, to have the option to incorporate savory is very innovative on the company!",More nuts!,"['like', 'taste', 'texture', 'good', 'lastingafterbite', 'make', 'want']","['enjoy', 'nature', 'valley', 'product', 'already', 'option', 'incorporate', 'savory', 'innovative', 'company']",['nut'],0.6908,0.7707,-0.4376
BBQ - Test 14,8,"I like the flavor and the savory bites, the seeds and nuts along with texture is a good balance.",4,"The packaging (plain white) didn't give me that Nature valley expectation of goodness, but it shine through like the rest of their products.","I believe it's goods as is, me personally could use more BBQ flavor.  But honestly, I think the light flavor makes you want to eat more!","['like', 'flavor', 'savory', 'bite', 'seed', 'nut', 'along', 'texture', 'good', 'balance']","['packaging', 'plain', 'white', 'didnt', 'give', 'nature', 'valley', 'expectation', 'goodness', 'shine', 'like', 'rest', 'product']","['believe', 'good', 'personally', 'could', 'use', 'bbq', 'flavor', 'honestly', 'think', 'light', 'flavor', 'make', 'want', 'eat']",0.4767,0.6428,0.6948
BBQ - Control (Texas BBQ),6,I like that you can see and taste the nuts and seeds in the product. The smokey BBQ flavor is subtle but detectable.,3,"I know what BBQ flavor tastes like, and this was about as expected.",Add just a touch of sweetness. Make it a tad less crumbly.,"['like', 'see', 'taste', 'nut', 'seed', 'product', 'smokey', 'bbq', 'flavor', 'subtle', 'detectable']","['know', 'bbq', 'flavor', 'taste', 'like', 'expect']","['add', 'touch', 'sweetness', 'make', 'tad', 'less', 'crumbly']",0.0258,0.3612,0.4939
BBQ - Test 13,4,"I can see the seeds and nuts, which makes me think it's healthy.",2,It has a slightly burnt flavor and look to it. It is a little more crumbly than I had expected.,Cook it for a little less time. It tastes a little burnt.,"['see', 'seed', 'nuts', 'make', 'think', 'healthy']","['slightly', 'burnt', 'flavor', 'look', 'little', 'crumbly', 'expect']","['cook', 'little', 'less', 'time', 'taste', 'little', 'burnt']",0.1027,0,0
BBQ - Test 14,7,The flavor is enjoyable. The nuts and seeds are visible. It seems to be cooked properly.,3,It tastes like smokey BBQ as I expected.,"Make it a tad less crunchy, and perhaps add a tiny bit of sweetness.","['flavor', 'enjoyable', 'nut', 'seed', 'visible', 'seem', 'cook', 'properly']","['taste', 'like', 'smokey', 'bbq', 'expect']","['make', 'tad', 'less', 'crunchy', 'perhaps', 'add', 'tiny', 'bit', 'sweetness']",0.1531,0.3612,0.4939
BBQ - Control (Texas BBQ),6,Was a little lacking in flavor,3,"I expected it to be a sort of bland, not really there flavor","Slightly more flavor needs to be added, not quiet as hard","['little', 'lack', 'flavor']","['expect', 'sort', 'bland', 'really', 'flavor']","['slightly', 'flavor', 'need', 'added', 'quiet', 'hard']",0,0,0.0762
BBQ - Test 13,8,I really like the flavor of this one. It has a LOT of flavor and I tend to gravitate towards things with lots of flavor,5,"Even though it is nuts and a bar, it tastes just like BBQ. I would almost pick this over BBQ chips if they had little snack sized pieces",Nothing,"['really', 'like', 'flavor', 'one', 'lot', 'flavor', 'tend', 'gravitate', 'towards', 'thing', 'lot', 'flavor']","['even', 'though', 'nut', 'bar', 'taste', 'like', 'bbq', 'would', 'almost', 'pick', 'bbq', 'chip', 'little', 'snack', 'size', 'piece']",['nothing'],0.4201,0.0516,0
BBQ - Test 14,4,It doesn't seem to have much flavor... This specific product showed up completely crushed and so it was hard to taste,2,Lacking in flavor to me,It doesn't seem to have been as hard as the other two,"['doesnt', 'seem', 'much', 'flavor', 'specific', 'product', 'show', 'completely', 'crush', 'hard', 'taste']","['lack', 'flavor']","['doesnt', 'seem', 'hard', 'two']",-0.5799,0,-0.1027
BBQ - Control (Texas BBQ),6,"Sort of subtle, almost like a Lays BBQ chip, definitely savory, good crunch",2,Too dry of an aftertaste,"A little too bitter - too much paprika or chili powder, very dry finish","['sort', 'subtle', 'almost', 'like', 'lay\x92s', 'bbq', 'chip', 'definitely', 'savory', 'good', 'crunch']","['dry', 'aftertaste']","['little', 'bitter', 'much', 'paprika', 'chili', 'powder', 'dry', 'finish']",0.7787,0,-0.3657
BBQ - Test 13,1,That there are seeds I can see,1,Just so gross! Wanted to love a BBQ taste but way too bitter or worchershire  sauce taste,"Bitter, too strong of a smell and a pungent flavor that is disgusting","['seed', 'see']","['gross', 'want', 'love', 'bbq', 'taste', 'way', 'bitter', 'worchershire', 'sauce', 'taste']","['bitter', 'strong', 'smell', 'pungent', 'flavor', 'disgust']",0,-0.5557,-0.4404
BBQ - Test 14,7,"Savory, BBQ flavor, crunchy, seeds",3,"Savory, not overly flavorful but still slightly Smokey and salty","Maybe a bit of cheesy flavor, like cheddar","['savory', 'bbq', 'flavor', 'crunchy', 'seed']","['savory', 'overly', 'flavorful', 'still', 'slightly', 'smokey', 'salty']","['maybe', 'bit', 'cheesy', 'flavor', 'like', 'cheddar']",0,0,0.3612
BBQ - Control (Texas BBQ),7,Tastes great,4,Great product,Nothing,"['taste', 'great']","['great', 'product']",['nothing'],0.6249,0.6249,0
BBQ - Test 13,7,Great texture,3,It just sounds great,Different color,"['great', 'texture']","['sound', 'great']","['different', 'color']",0.6249,0.6249,0
BBQ - Test 14,7,Tastes great,3,Looks great,More crunch,"['taste', 'great']","['look', 'great']",['crunch'],0.6249,0.6249,0
BBQ - Control (Texas BBQ),8,I like the peanuts.  I like the crunch and the light barbecue taste.,3,"I expected a crunchy barbecue flavored peanut bar, and that is what I got.",Nothing,"['like', 'peanut', 'like', 'crunch', 'light', 'barbecue', 'taste']","['expect', 'crunchy', 'barbecue', 'flavor', 'peanut', 'bar', 'get']",['nothing'],0.6124,0,0
BBQ - Test 13,8,I like the crunch.  I like the barbecue flavor and the peanuts.,3,"I was expecting a crunchy barbecue flavored bar, and that is what I got.",Nothing,"['like', 'crunch', 'like', 'barbecue', 'flavor', 'peanut']","['expect', 'crunchy', 'barbecue', 'flavor', 'bar', 'get']",['nothing'],0.6124,0,0
BBQ - Test 14,8,I like the crunch.  I like that they are made of peanuts.  I like the barbecue flavor.,3,"I expected a crunchy barbecue flavored peanut bar, and that is what I got.",Nothing,"['like', 'crunch', 'like', 'make', 'peanut', 'like', 'barbecue', 'flavor']","['expect', 'crunchy', 'barbecue', 'flavor', 'peanut', 'bar', 'get']",['nothing'],0.7579,0,0
BBQ - Control (Texas BBQ),8,In my opinion very similar to 623 but I feel like this one has a bit of spice and not as much smokiness but the flavor is better,4,its very good and has a better texture but I still like 623 the best,a tad less crunchy and more bbq!!,"['opinion', 'similar', '623', 'feel', 'like', 'one', 'bit', 'spice', 'much', 'smokiness', 'flavor', 'well']","['good', 'good', 'texture', 'still', 'like', '623', 'best']","['tad', 'less', 'crunchy', 'bbq']",0.7964,0.9201,0
BBQ - Test 13,9,It the perfect amount of crunch and has a really smokey bbq flavor and I love it,5,Certain bbq snacks ive tried can not perfect the bbq taste and I love the taste of this,add a little more flavor,"['perfect', 'amount', 'crunch', 'really', 'smokey', 'bbq', 'flavor', 'love']","['certain', 'bbq', 'snack', 'ive', 'try', 'perfect', 'bbq', 'taste', 'love', 'taste']","['add', 'little', 'flavor']",0.836,0.5109,0
BBQ - Test 14,4,"overall only the flavor and not really that, its too minimal that it seems like I'm just eating nuts",2,It seems like this bar is rock hard compared to the others and very minimal flavor,More flavor and less crunchy,"['overall', 'flavor', 'really', 'minimal', 'seem', 'like', 'im', 'eating', 'nut']","['seem', 'like', 'bar', 'rock', 'hard', 'compare', 'others', 'minimal', 'flavor']","['flavor', 'less', 'crunchy']",0.0516,0.2732,0
BBQ - Control (Texas BBQ),7,Pleasant strong and bold taste. Spicy aftertaste. Crunch level was about right. Savory tasting,3,"Bar was savory and delicious. BBQ flavour was strong and bold, but not overpowering.","It was a little too sweet for my liking. I was looking for a savory bar, but this was sweet and salty.","['pleasant', 'strong', 'bold', 'taste', 'spicy', 'aftertaste', 'crunch', 'level', 'right', 'savory', 'taste']","['bar', 'savory', 'delicious', 'bbq', 'flavour', 'strong', 'bold', 'overpowering']","['little', 'sweet', 'like', 'look', 'savory', 'bar', 'sweet', 'salty']",0.8481,0.6486,0.7425
BBQ - Test 13,7,"Savory. Good amount of spice and taste while eating. Pleasant spicy and smoky aftertaste. When eating, you can taste the nuts and high quality ingredients that are well seasoned into a crunch.",4,It's savory. It is nut based. And it's very crunchy. I was surprised at how tasty it is.,"I would like to taste to be stronger while eating. most of the pleasant taste comes as an after taaste, after I have swallowed the product.    In the look, i would make it more airy and less dense, to mimic more the nature valley crunchy bars. These bars look sloppily made.","['savory', 'good', 'amount', 'spice', 'taste', 'eat', 'pleasant', 'spicy', 'smoky', 'aftertaste', 'eat', 'taste', 'nut', 'high', 'quality', 'ingredient', 'well', 'season', 'crunch']","['savory', 'nut', 'base', 'crunchy', 'surprise', 'tasty']","['would', 'like', 'taste', 'strong', 'eat', 'pleasant', 'taste', 'come', 'taaste', 'swallow', 'product', 'look', 'would', 'make', 'airy', 'less', 'dense', 'mimic', 'nature', 'valley', 'crunchy', 'bar', 'bar', 'look', 'sloppily', 'make']",0.7184,0.2878,0.8255
BBQ - Test 14,8,"Stronger smoky taste during eating experience. The product also had a pleasant spicy kick aftertaste that is not too strong. The bar tastes wholesome with the nut flavors being noticeable, but not dominant.",5,"The bar was delicious. I was skeptical of a savory bar, however, this bar exceeded my expectations. It is very flavorful, with the BBQ smoky flavors very prominent but not overpowering.","I would like this product to be slightly crunchier, as well as change the look. The bar is very bland and orange colored.","['strong', 'smoky', 'taste', 'eat', 'experience', 'product', 'also', 'pleasant', 'spicy', 'kick', 'aftertaste', 'strong', 'bar', 'taste', 'wholesome', 'nut', 'flavor', 'noticeable', 'dominant']","['bar', 'delicious', 'skeptical', 'savory', 'bar', 'however', 'bar', 'exceed', 'expectation', 'flavorful', 'bbq', 'smoky', 'flavor', 'prominent', 'overpower']","['would', 'like', 'product', 'slightly', 'crunchier', 'well', 'change', 'look', 'bar', 'bland', 'orange', 'color']",0.273,0.3604,0.5165
