product_code,liking_free_text_no_punc_tokenized_no_stop_lemm,1,2,3,like_compound,question
623,think id dial back smoky flavor still keep barbecue flavor would also increase nut seed bar,,,0,0,Product Improvement
802,think might better bit sweetness maybe like honeybarbecue flavor like barbecue dont love flavor barbecuei think particular bar could use nut seed,,,-0.4501,-0.4501,Product Improvement
581,little less crumbly messy,,,-0.3041,-0.3041,Product Improvement
623,maybe large size,,,0,0,Product Improvement
802,get stuck teeth pronounce bbq flavor prefer,,,-0.25,-0.25,Product Improvement
581,think season blend need tweak taste natural,,,0.3612,0.3612,Product Improvement
623,flavor need improvement,,,0.4588,0.4588,Product Improvement
802,season blend need fix,,,0,0,Product Improvement
581,less crumbly less smokey maybe hint sweetness take smokey away,,,0.4939,0.4939,Product Improvement
623,nothing honestly one favorite,,,0.1331,0.1331,Product Improvement
802,much think really good,,,0.4927,0.4927,Product Improvement
581,dial back bbq flavor bit cause stick mouth quite afterward,,,0,0,Product Improvement
623,give little bbq punch,,,0,0,Product Improvement
802,make big flavor spot,,,0,0,Product Improvement
581,would change anything bar flavor well texture perfect crunchy extent tough eat bar may,,,0.3489,0.3489,Product Improvement
623,think preference would like peanut sweet integrated sweet dull smoky bbq bit overpower long lingers,,,0.8687,0.8687,Product Improvement
802,would make saltysavory aspect little present miss,,,-0.3535,-0.3535,Product Improvement
581,taste less strong,,,0.4601,0.4601,Product Improvement
623,add little bit sweetness,,,0.4472,0.4472,Product Improvement
802,less flavorful,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
581,id like little bbq flavor,,,0.3612,0.3612,Product Improvement
623,nothing would buy enjoy,,,0.4939,0.4939,Product Improvement
802,bar perhaps design incident didnt quite snap break piece design prefer bar well seemingly extra crunch,,,0.0258,0.0258,Product Improvement
581,less bbq smoke,,,0,0,Product Improvement
623,peanut,,,0,0,Product Improvement
802,salt,,,0,0,Product Improvement
581,change suggest product,,,-0.296,-0.296,Product Improvement
623,nothing come mind change product,,,0,0,Product Improvement
802,think anything would change sample,,,0,0,Product Improvement
581,would lessen amount salt taste quick salt taste first bit would also change part break piece peanut crumble separately would add bit bbq flavor,,,-0.4215,-0.4215,Product Improvement
623,would change amount small piece fell break piece eat would also add tiny bit sweet flavor product look bar would like big piece peanut,,,0.6983,0.6983,Product Improvement
802,taste salt linger mouth much id change doesnt linger isnt bold taste salt maybe change sea salt taste regular salt taste,,,-0.3501,-0.3501,Product Improvement
581,truly think anything,,,0.4926,0.4926,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
802,think change like,,,0.4199,0.4199,Product Improvement
581,add whole nut,,,-0.3774,-0.3774,Product Improvement
623,flavor strong bit overpower id reduce flavor strength bit,,,0.7579,0.7579,Product Improvement
802,make smoky bbq flavor tad less strong,,,0.4601,0.4601,Product Improvement
581,nothing really maybe less sugar,,,0,0,Product Improvement
623,much maybe slightly less sweet,,,0.3461,0.3461,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
581,bbq flavor,,,-0.296,-0.296,Product Improvement
581,bbq flavor,,,-0.296,-0.296,Product Improvement
623,make bbq flavor,,,0,0,Product Improvement
802,bbq flavor,,,-0.296,-0.296,Product Improvement
802,bbq flavor,,,-0.296,-0.296,Product Improvement
581,need little flavor,,,0,0,Product Improvement
623,could little bit bbq taste,,,0,0,Product Improvement
802,add bit flavor,,,0,0,Product Improvement
581,probably make little big,,,0,0,Product Improvement
623,super dry finish bite,,,0.5994,0.5994,Product Improvement
802,crunch hard,,,-0.1027,-0.1027,Product Improvement
581,first think taste like bog biscuit much bbq taste big thing could much cook,,,0.316,0.316,Product Improvement
623,bbq flavor really see could make good sunflower seed everyone would like,,,-0.1815,-0.1815,Product Improvement
802,actually much would like sunflower seed thats,,,-0.1419,-0.1419,Product Improvement
581,less crumbly little bit less hard,,,0.0404,0.0404,Product Improvement
623,make stay together many crumb thing hate nature valley bar currently market,,,-0.6114,-0.6114,Product Improvement
802,less crumbly cohesive texture stay together like clif bar,,,0,0,Product Improvement
581,little sweetness,,,0.4964,0.4964,Product Improvement
623,smokey,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
581,flavor bit intense noticeable,,,0.1513,0.1513,Product Improvement
623,like crunchiness almost close consistency cookie,,,0.1901,0.1901,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
581,texture alright one like heavy nutty flavor,,,-0.2881,-0.2881,Product Improvement
623,change texture crispy change flavor less faux bbq something interesting,,,0.4576,0.4576,Product Improvement
802,definitely tone peanut flavor extreme bar compare others,,,0.4019,0.4019,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
623,nothing thoroughly enjoy,,,-0.4439,-0.4439,Product Improvement
802,flavor could better,,,0.4404,0.4404,Product Improvement
581,would make thicker,,,0,0,Product Improvement
581,would make thicker,,,0,0,Product Improvement
623,would make thicker,,,0,0,Product Improvement
623,would make thicker,,,0,0,Product Improvement
802,would make product bit thicker,,,0,0,Product Improvement
581,add smoky bbq flavor make hard bite,,,0.1633,0.1633,Product Improvement
623,way hard bite need smokey flavor,,,-0.1027,-0.1027,Product Improvement
802,would add smokiness bbq,,,0,0,Product Improvement
581,taste doesnt seem blend together well enough make something worth buying,,,0.4588,0.4588,Product Improvement
623,think bbq flavor would taste good doesnt seem go well bar sure improve thissorry say,,,0.719,0.719,Product Improvement
802,get salty taste also smokey taste taste artificial also bit hard,,,-0.1027,-0.1027,Product Improvement
581,nothing think yet,,,0,0,Product Improvement
623,strong bbq taste sure,,,0.5994,0.5994,Product Improvement
802,nothing far appearance,,,0,0,Product Improvement
581,little sweet 623 wasnt sweet eat something savory want savory less sweet,,,0.8137,0.8137,Product Improvement
623,would love see would taste almond cashew peanut probably least favorite nut still good fav,,,-0.1053,-0.1053,Product Improvement
802,one peanut flavor think would prefer less peanut flavor maybe different nut thats strong bbq shine,,,-0.4023,-0.4023,Product Improvement
581,would change anything,,,0,0,Product Improvement
581,would change anything,,,0,0,Product Improvement
623,leave,,,-0.0516,-0.0516,Product Improvement
802,would change anything,,,0,0,Product Improvement
802,would change anything,,,0,0,Product Improvement
581,little bit sweetness spiciness take flavor another level,,,0.4472,0.4472,Product Improvement
623,id add hint sweetness offset smoky flavor,,,0.4939,0.4939,Product Improvement
802,could little flavorful taste much peanut smoky bbq,,,0,0,Product Improvement
581,nut bbq savory flavor,,,-0.3804,-0.3804,Product Improvement
623,im protein less carbs smidge peanut less rice sure rice also provide bind agent really like nut especially peanut add bit would great,,,0.6735,0.6735,Product Improvement
802,peanut always,,,0,0,Product Improvement
581,everything look texture taste,,,0,0,Product Improvement
623,texture flavor look,,,0,0,Product Improvement
802,look taste texture hardness crunchiness,,,0,0,Product Improvement
581,nothing feel one would perfect bbq snack bar nature valley,,,0.5719,0.5719,Product Improvement
623,like fully packed flavor see little bit much people taste also remind bbq pringles doesnt really make snack unique different felt like eat bbq snack different form lastly lot season get finger bite crumbymessy,,,0.631,0.631,Product Improvement
802,bbq flavor light subtle bar taste bit artificial,,,0,0,Product Improvement
581,make bbq flavor intense there strange underlying flavor dislike great,,,-0.727,-0.727,Product Improvement
623,sure honest,,,0.3265,0.3265,Product Improvement
802,less sweetness bbq well bbq flavor overall,,,0.701,0.701,Product Improvement
581,make bbq flavor bit strong,,,0.3818,0.3818,Product Improvement
581,make bbq flavor bit strong,,,0.3818,0.3818,Product Improvement
623,make bbq flavor bit strong,,,0.3818,0.3818,Product Improvement
623,make bbq flavor bit strong,,,0.3818,0.3818,Product Improvement
802,add bit bbq flavor,,,0,0,Product Improvement
581,would like taste different seed,,,0.3612,0.3612,Product Improvement
623,taste bitter need little sweetness,,,0.1065,0.1065,Product Improvement
802,would use less bbq flavor add sweetness would also make bar little harder fell apart easy,,,0.7501,0.7501,Product Improvement
